ID	isValid
KNGUT0060	TRUE
KNGUT0063	TRUE
KNGUT0066	TRUE
KNGUT0068	TRUE
KNGUT0071	TRUE
KNGUT0072	TRUE
KNGUT0074	TRUE
KNGUT0078	TRUE
KNGUT0082	TRUE
KNGUT0084	TRUE
KNGUT0085	TRUE
KNGUT0087	TRUE
KNGUT0088	TRUE
KNGUT0090	TRUE
KNGUT0091	TRUE
KNGUT0094	TRUE
KNGUT0095	TRUE
KNGUT0097	TRUE
KNGUT0100	TRUE
KNGUT0105	TRUE
KNGUT0107	TRUE
KNGUT0108	TRUE
KNGUT0111	TRUE
KNGUT0112	TRUE
KNGUT0114	TRUE
KNGUT0115	TRUE
KNGUT0118	TRUE
KNGUT0119	TRUE
KNGUT0122	TRUE
KNGUT0123	TRUE
KNGUT0125	TRUE
KNGUT0126	TRUE
KNGUT0128	TRUE
KNGUT0129	TRUE
KNGUT0130	TRUE
KNGUT0131	TRUE
KNGUT0132	TRUE
KNGUT0134	TRUE
KSSAT0003	TRUE
KSSAT0004	TRUE
KSSAT0005	TRUE
KSSAT0006	TRUE
KSSAT0007	TRUE
KSSAT0008	TRUE
KSSAT0009	TRUE
KSSAT0010	TRUE
KSSAT0012	TRUE
KSSAT0013	TRUE
KSSAT0014	TRUE
KSSAT0021	TRUE
KSSAT0022	TRUE
KSSAT0024	TRUE
KSSAT0026	TRUE
KSSAT0027	TRUE
KSSAT0029	TRUE
KSSAT0030	TRUE
KSSAT0031	TRUE
KSSAT0037	TRUE
KSSAT0038	TRUE
KSSAT0039	FALSE
KSSAT0040	TRUE
KSSAT0041	TRUE
KSSAT0042	TRUE
KSSAT0043	TRUE
KSSAT0044	FALSE
KSSAT0045	FALSE
KSSAT0046	TRUE
KSSAT0049	FALSE
KSSAT0050	TRUE
KSSAT0051	FALSE
KSSAT0052	TRUE
KSSAT0054	TRUE
KSSAT0055	TRUE
KSSAT0056	TRUE
KSSAT0058	FALSE
KSSAT0060	TRUE
KSSAT0063	TRUE
KSSAT0064	TRUE
KSSAT0065	TRUE
KSSAT0066	TRUE
KSSAT0067	TRUE
KSSAT0069	TRUE
KSSAT0070	TRUE
KSSAT0071	TRUE
KSSAT0075	TRUE
KSSAT0076	TRUE
KSSAT0077	TRUE
KSSAT0079	TRUE
KSSAT0081	TRUE
KSSAT0084	TRUE
KSSAT0085	TRUE
KSSAT0089	TRUE
KSSAT0093	TRUE
KSSAT0095	FALSE
KSSAT0099	FALSE
KSSAT0101	TRUE
KSSAT0104	TRUE
KSSAT0110	FALSE
KSSAT0113	TRUE
KSSAT0118	FALSE
KSSAT0121	TRUE
KSSAT0131	TRUE
KSSAT0138	TRUE
KSSAT0142	FALSE
KSSAT0143	TRUE
KSSAT0147	TRUE
KSSAT0149	TRUE
KSSAT0154	TRUE
KSSAT0156	TRUE
KSSUT0002	TRUE
KSSUT0004	TRUE
KSSUT0005	TRUE
KSSUT0007	TRUE
KSSUT0008	TRUE
KSSUT0010	FALSE
KSUAE0001	FALSE
KSUAE0002	FALSE
KSUAE0003	TRUE
KSUAT0001	FALSE
KSUAT0002	FALSE
KSUAT0003	TRUE
KSUAT0004	FALSE
KSUAT0005	FALSE
KSUAT0008	TRUE
KSUAT0009	TRUE
KSUAT0010	FALSE
KSUAT0011	TRUE
KSUAT0013	FALSE
KSUAT0014	TRUE
KSUAT0015	FALSE
KSUAT0016	TRUE
KSUAT0020	FALSE
KSUAT0022	FALSE
KSUAT0023	TRUE
KSUAT0024	TRUE
KSUAT0025	FALSE
KSUAT0029	TRUE
KSUAT0032	FALSE
KSUAT0035	FALSE
KSUAT0037	FALSE
KSUAT0040	FALSE
KSUAT0042	TRUE
KSUAT0045	FALSE
KSUAT0049	TRUE
KSUAT0050	TRUE
KSUAT0051	FALSE
KSUAT0052	FALSE
KSUAT0054	TRUE
KSUAT0055	FALSE
KSUAT0057	TRUE
KSUAT0058	FALSE
KSUAT0060	TRUE
KSUAT0065	TRUE
KSUAT0067	TRUE
KSUAT0068	FALSE
KSUAT0071	TRUE
KSUAT0074	TRUE
KSUAT0078	TRUE
KSUAT0079	TRUE
KSUAT0080	FALSE
KSUAT0082	FALSE
KSUAT0083	TRUE
KSUAT0086	TRUE
KSUAT0087	FALSE
KSUAT0092	FALSE
KSUAT0093	TRUE
KSUAT0106	TRUE
KSUAT0110	FALSE
KSUAT0111	TRUE
KSUAT0114	FALSE
KSUAT0115	TRUE
KSUAT0118	TRUE
KSUAT0122	TRUE
KSUAT0129	TRUE
KSUAT0131	TRUE
KSUAT0136	TRUE
KSUAT0138	TRUE
KSUAT0140	FALSE
KSUAT0142	TRUE
KSUAT0144	TRUE
KSUAT0145	FALSE
KSUAT0147	FALSE
KSUAT0151	FALSE
KSUAT0153	FALSE
KSUAT0156	FALSE
KSUAT0157	TRUE
KSUUT0003	TRUE
KSUUT0004	FALSE
KSUUT0005	TRUE
KSUUT0007	FALSE
KSUUT0008	TRUE
KSUUT0011	TRUE
KSUUT0014	TRUE
KSUUT0016	TRUE
KSUUT0018	FALSE
KSUUT0019	TRUE
KSUUT0021	TRUE
KSUUT0023	TRUE
KSUUT0025	TRUE
KSUUT0026	FALSE
KSUUT0027	FALSE
KSUUT0028	TRUE
KSUUT0029	TRUE
KSUUT0030	TRUE
KSUUT0032	FALSE
KSUUT0034	TRUE
KSUUT0035	FALSE
KSUUT0036	TRUE
KSUUT0037	FALSE
KSUUT0039	TRUE
KSUUT0040	TRUE
KSUUT0043	TRUE
KSUUT0044	TRUE
KSUUT0045	FALSE
KSUUT0046	FALSE
KSUUT0047	FALSE
KSUUT0049	TRUE
KSUUT0051	TRUE
KSUUT0052	FALSE
KSUUT0053	FALSE
KSUUT0055	FALSE
KSUUT0059	FALSE
KSUUT0067	FALSE
KSUUT0069	FALSE
KSUUT0071	FALSE
KSUUT0073	FALSE
KSUUT0077	TRUE
KSUUT0081	TRUE
KSUUT0083	TRUE
KSUUT0085	FALSE
KSUUT0087	TRUE
KSUUT0092	TRUE
KSUUT0094	FALSE
KSUUT0096	FALSE
KSUUT0098	TRUE
KSUUT0100	TRUE
KSUUT0104	TRUE
KSUUT0106	TRUE
KSUUT0108	TRUE
KSUUT0114	TRUE
KSUUT0116	FALSE
KSUUT0124	TRUE
KSUUT0126	TRUE
KSUUT0129	TRUE
KSUUT0131	TRUE
KSUUT0133	TRUE
KSUUT0136	TRUE
KSUUT0138	TRUE
KSUUT0142	TRUE
KSUUT0144	FALSE
KSUUT0146	TRUE
KSUUT0152	FALSE
KSUUT0156	TRUE
KUUAE0001	TRUE
KUUAE0003	FALSE
KUUAE0004	TRUE
KUUAE0005	TRUE
KUUAE0006	TRUE
KUUAE0007	FALSE
KUUAE0008	TRUE
KUUAE0010	TRUE
KUUAE0011	TRUE
KUUAE0012	FALSE
KUUAE0013	TRUE
KUUAE0014	FALSE
KUUAE0015	TRUE
KUUAE0016	TRUE
KUUAE0017	TRUE
KUUAE0018	TRUE
KUUAE0019	TRUE
KUUAE0021	TRUE
KUUAE0022	TRUE
KUUAE0023	TRUE
KUUAE0024	TRUE
KUUAE0026	FALSE
KUUAE0027	TRUE
KUUAE0028	TRUE
KUUAE0029	FALSE
KUUAE0030	TRUE
KUUAE0032	TRUE
KUUAE0034	TRUE
KUUAE0035	FALSE
KUUAE0036	TRUE
KUUAE0037	TRUE
KUUAE0038	TRUE
KUUAE0039	TRUE
KUUAE0040	TRUE
KUUAE0041	FALSE
KUUAE0042	TRUE
KUUAE0043	FALSE
KUUAE0044	TRUE
KUUAE0045	TRUE
KUUAE0046	TRUE
KUUAE0047	TRUE
KUUAE0048	FALSE
KUUAE0051	TRUE
KUUAE0053	TRUE
KUUAE0055	FALSE
KUUAE0057	TRUE
KUUAE0059	TRUE
KUUAE0063	FALSE
KUUAE0066	TRUE
KUUAE0069	TRUE
KUUAE0071	TRUE
KUUAE0073	TRUE
KUUAE0075	TRUE
KUUAE0077	TRUE
KUUAE0079	FALSE
KUUAE0081	TRUE
KUUAE0083	TRUE
KUUAE0085	TRUE
KUUAE0087	TRUE
KUUAE0089	FALSE
KUUAE0091	TRUE
KUUAE0093	TRUE
KUUAE0096	TRUE
KUUAE0098	TRUE
KUUAE0100	TRUE
KUUAE0102	TRUE
KUUAE0104	TRUE
KUUAE0106	TRUE
KUUAE0108	FALSE
KUUAE0114	TRUE
KUUAE0116	FALSE
KUUAE0118	TRUE
KUUAE0122	TRUE
KUUAE0124	FALSE
KUUAE0127	TRUE
KUUAE0129	TRUE
KUUAE0131	TRUE
KUUAE0133	TRUE
KUUAE0135	TRUE
KUUAE0139	TRUE
KUUAE0141	TRUE
KUUAE0145	FALSE
KUUAE0147	TRUE
KUUAE0149	TRUE
KUUAE0151	TRUE
KUUAT0001	TRUE
KUUAT0002	TRUE
KUUAT0004	TRUE
KUUAT0005	TRUE
KUUAT0006	TRUE
KUUAT0010	TRUE
KUUAT0011	FALSE
KUUAT0012	TRUE
KUUAT0013	TRUE
KUUAT0015	TRUE
KUUAT0017	TRUE
KUUAT0019	TRUE
KUUAT0020	FALSE
KUUAT0021	FALSE
KUUAT0023	TRUE
KUUAT0024	FALSE
KUUAT0026	FALSE
KUUAT0028	TRUE
KUUAT0029	TRUE
KUUAT0030	TRUE
KUUAT0031	TRUE
KUUAT0032	FALSE
KUUAT0033	TRUE
KUUAT0034	TRUE
KUUAT0036	FALSE
KUUAT0037	TRUE
KUUAT0038	FALSE
KUUAT0042	TRUE
KUUAT0043	TRUE
KUUAT0044	TRUE
KUUAT0045	TRUE
KUUAT0047	TRUE
KUUAT0049	TRUE
KUUAT0052	FALSE
KUUAT0055	FALSE
KUUAT0056	FALSE
KUUAT0057	FALSE
KUUAT0059	TRUE
KUUAT0062	TRUE
KUUAT0063	FALSE
KUUAT0066	TRUE
KUUAT0067	TRUE
KUUAT0069	TRUE
KUUAT0071	FALSE
KUUAT0075	FALSE
KUUAT0078	FALSE
KUUAT0084	TRUE
KUUAT0089	TRUE
KUUAT0090	TRUE
KUUAT0092	FALSE
KUUAT0093	FALSE
KUUAT0095	TRUE
KUUAT0096	FALSE
KUUAT0098	FALSE
KUUAT0099	FALSE
KUUAT0104	TRUE
KUUAT0107	FALSE
KUUAT0109	TRUE
KUUAT0111	TRUE
KUUAT0115	FALSE
KUUAT0116	FALSE
KUUAT0119	FALSE
KUUAT0120	FALSE
KUUAT0123	FALSE
KUUAT0124	FALSE
KUUAT0128	FALSE
KUUAT0130	TRUE
KUUAT0131	TRUE
KUUAT0138	TRUE
KUUAT0139	TRUE
KUUAT0141	TRUE
KUUAT0142	FALSE
KUUAT0145	FALSE
KUUAT0147	FALSE
KUUAT0148	FALSE
KUUAT0151	FALSE
KUUAT0153	TRUE
KUUAT0156	TRUE
KUUAT0157	TRUE
KUUUT0001	TRUE
KUUUT0002	TRUE
KUUUT0005	TRUE
KUUUT0006	FALSE
KUUUT0007	FALSE
KUUUT0008	FALSE
KUUUT0010	FALSE
KUUUT0011	FALSE
KUUUT0012	TRUE
KUUUT0013	TRUE
KUUUT0014	FALSE
KUUUT0015	TRUE
KUUUT0016	TRUE
KUUUT0017	TRUE
KUUUT0018	FALSE
KUUUT0019	FALSE
KUUUT0020	TRUE
KUUUT0021	TRUE
KUUUT0022	TRUE
KUUUT0023	FALSE
KUUUT0024	TRUE
KUUUT0026	FALSE
KUUUT0029	TRUE
KUUUT0031	TRUE
KUUUT0032	FALSE
KUUUT0033	FALSE
KUUUT0035	TRUE
KUUUT0036	TRUE
KUUUT0037	TRUE
KUUUT0039	TRUE
KUUUT0040	FALSE
KUUUT0041	FALSE
KUUUT0043	TRUE
KUUUT0044	TRUE
KUUUT0045	TRUE
KUUUT0046	TRUE
KUUUT0047	TRUE
KUUUT0048	FALSE
KUUUT0049	TRUE
KUUUT0050	TRUE
KUUUT0051	TRUE
KUUUT0053	TRUE
KUUUT0054	TRUE
KUUUT0057	FALSE
KUUUT0059	TRUE
KUUUT0061	TRUE
KUUUT0063	TRUE
KUUUT0065	FALSE
KUUUT0067	TRUE
KUUUT0071	TRUE
KUUUT0078	FALSE
KUUUT0080	TRUE
KUUUT0082	TRUE
KUUUT0084	TRUE
KUUUT0086	TRUE
KUUUT0088	FALSE
KUUUT0090	FALSE
KUUUT0094	TRUE
KUUUT0096	TRUE
KUUUT0098	FALSE
KUUUT0100	TRUE
KUUUT0102	TRUE
KUUUT0106	TRUE
KUUUT0108	FALSE
KUUUT0110	TRUE
KUUUT0113	TRUE
KUUUT0116	TRUE
KUUUT0118	FALSE
KUUUT0122	TRUE
KUUUT0126	TRUE
KUUUT0130	TRUE
KUUUT0138	TRUE
KUUUT0140	TRUE
KUUUT0142	TRUE
KUUUT0148	TRUE
KUUUT0151	TRUE
KUUUT0153	TRUE
KUUUT0155	TRUE
KUUUT0157	TRUE
